판매중,챗봇ID,챗봇,콘텐츠 타입,스킬ID,스킬,주제,topic,intents,temporal,웹 정상가,웹 판매가,앱 정상가,앱 판매가,앱 정상가(하트 가격),앱 판매가(하트 가격),판매종료 여부,출시일,ARPPU,인당 구매 횟수,건당 구매 금액,진입 사용자수,구매횟수,구매자수,구매 전환율,매출,앱 매출,웹 매출,판매일수,평균 일 거래액,앱 판매일수,앱 평균 일 거래액,웹 판매일수,웹 평균 일 거래액,앱 노출여부,웹 노출여부
,5477,현의타로,-,40213,날 보고 싶어 할까? 먼저 다가올까?,-,연애,-,-,6750,,6750,,45,,FALSE,2024. 4. 17.,"₩11,159",1.70,"₩6,576",52,56,33,63%,"₩368,250","₩334,800","₩33,450",52,"₩4,282",47,"₩7,123",5,"₩6,690",노출,노출
,3671,타로차원 Chaone,,26217,썸 타는 그 사람과 앞으로 어떻게 될까?,,연애,썸짝사랑,-,24000,,24000,,160,,FALSE,2023. 3. 21.,"₩26,604",2.00,"₩13,302",38,28,14,37%,"₩372,450","₩334,800","₩37,650",27,"₩7,924",25,"₩13,392",2,"₩18,825",노출,노출
,5477,현의타로,-,32967,솔로 연애운에서 결혼운까지,-,연애,결혼시기,-,15000,7000,7500,4500,50,30,FALSE,2023. 8. 23.,"₩8,887",1.29,"₩6,875",100,53,41,41%,"₩364,350","₩334,350","₩30,000",43,"₩3,503",42,"₩7,961",2,"₩15,000",노출,노출
,27,라마마,타로,24835,(라마마 결제)내 사주의 연애와 결혼: 운명의 두 사람,연애,연애,-,-,18000,17100,9000,8550,60,57,FALSE,2022. 12. 13.,"₩8,151",1.00,"₩8,151",0,41,41,-,"₩334,200","₩334,200",₩0,12,"₩27,850",12,"₩27,850",0,-,미노출,미노출
,6005,운명을읽는천사들,,36662,나를 향한 그 사람의 생각(총3500자)💋✨#아이비스타로,,연애,-,-,9750,,9750,,65,,FALSE,2023. 12. 9.,"₩23,180",1.93,"₩11,990",25,29,15,60%,"₩347,700","₩334,200","₩13,500",26,"₩8,915",25,"₩13,368",1,"₩13,500",노출,노출
,3299,주니,-,25598,내가 앞으로 만나게 될 사람은?,-,기타,-,-,10500,,5250,,35,,FALSE,2023. 2. 1.,"₩6,008",1.22,"₩4,923",128,72,59,46%,"₩354,450","₩333,450","₩21,000",37,"₩5,626",36,"₩9,263",2,"₩10,500",노출,노출
,4100,타로이즈,-,29557,내 결혼운의 모든것,-,결혼,결혼시기,-,15000,13500,7500,6750,50,45,FALSE,2023. 6. 7.,"₩7,585",1.22,"₩6,240",113,62,51,45%,"₩386,850","₩332,850","₩54,000",43,"₩4,160",40,"₩8,321",4,"₩13,500",노출,노출
,7358,타로 선배,,36146,[재회운] 이별과 재회 속마음,,연애,재회|속마음,-,10500,,8100,,54,,FALSE,2023. 11. 18.,"₩8,740",1.07,"₩8,170",132,46,43,33%,"₩375,800","₩331,800","₩44,000",34,"₩4,370",31,"₩10,703",4,"₩11,000",노출,노출
,2303,타로 연,,35993,짝사랑: 결국 그 사람도 날 좋아할까?,,연애,썸짝사랑,-,9500,,8250,,55,,FALSE,2023. 11. 11.,"₩8,688",1.10,"₩7,898",102,44,40,39%,"₩347,500","₩331,800","₩15,700",39,"₩3,441",38,"₩8,732",1,"₩15,700",노출,노출
,7358,타로 선배,,35999,짝사랑: 계속 좋아해도 될까?,,연애,썸짝사랑,-,10500,,8250,,55,,FALSE,2023. 11. 11.,"₩8,931",1.13,"₩7,916",80,44,39,49%,"₩348,300","₩331,800","₩16,500",39,"₩4,906",39,"₩8,508",1,"₩16,500",노출,노출
,4034,타로요정 수피아 🌿,,32925,지금 그 사람은 나에게 호감을 느낄까?,,연애,썸짝사랑,-,9000,,9000,,60,,FALSE,2023. 8. 21.,"₩10,979",1.29,"₩8,509",57,40,31,54%,"₩340,350","₩331,350","₩9,000",24,"₩10,636",23,"₩14,407",1,"₩9,000",노출,노출
,27,라마마,타로,37874,[판밍밍 추천] 3개월 안에 만나게 될 소개팅 상대는?,연애,연애,-,-,19500,17250,19500,17250,130,115,FALSE,2024. 1. 19.,"₩16,227",1.02,"₩15,858",229,44,43,19%,"₩697,750","₩331,200","₩366,550",37,"₩4,104",19,"₩17,432",19,"₩19,292",미노출,미노출
,5378,그대들의 센세,-,28181,걔는 나를 연애 상대로 볼까? | 그대들의 센세,-,연애,-,-,6000,,3000,,20,,TRUE,2023. 6. 8.,"₩3,786",1.25,"₩3,029",327,145,116,35%,"₩439,200","₩331,200","₩108,000",110,"₩2,043",100,"₩3,312",16,"₩6,750",미노출,미노출
,3590,공주타로,-,25798,그 사람은 내 SNS를 염탐할까?,-,연애,-,-,6000,5400,3000,2700,20,18,FALSE,2023. 2. 14.,"₩3,139",1.38,"₩2,280",189,157,114,60%,"₩357,900","₩330,900","₩27,000",112,"₩2,118",108,"₩3,064",5,"₩5,400",노출,노출
,3158,포춘 엔젤,,35437,"[재회운] 이별, 재회 어떻게 해야 할까?",,연애,재회,-,8800,,8100,,54,,FALSE,2023. 10. 28.,"₩8,254",1.00,"₩8,254",147,42,42,29%,"₩346,650","₩330,450","₩16,200",37,"₩3,895",36,"₩9,179",1,"₩16,200",노출,노출
,3323,남자마녀블레스,,34738,"다시 만날 수 있을까? 그사람은 도대체 뭘 원하고, 어떻게 행동할까?",,연애,재회,-,9000,,9000,,60,,FALSE,2023. 10. 11.,"₩15,972",1.37,"₩11,655",43,37,27,63%,"₩431,250","₩330,000","₩101,250",33,"₩8,456",28,"₩11,786",6,"₩16,875",노출,노출
,5051,빵냥희,-,27871,이 사람과 결혼 해도 될까요?,-,결혼,-,-,3000,2100,1500,1050,10,7,FALSE,2023. 5. 14.,"₩1,626",1.19,"₩1,361",612,301,252,41%,"₩409,800","₩329,700","₩80,100",188,"₩1,246",174,"₩1,895",25,"₩3,204",노출,노출
,3290,어도러블,-,27447,당신의 인연을 찾아드릴게요 👩🏻‍❤️‍👨🏻,-,연애,-,-,18000,,9000,,60,,FALSE,2023. 5. 14.,"₩8,431",1.08,"₩7,829",68,42,39,57%,"₩328,800","₩328,800",₩0,27,"₩5,978",27,"₩12,178",0,-,노출,노출
,3566,찜타로,-,30702,3년후 나의 모습,-,기타,-,-,9000,,4500,,30,,FALSE,2023. 7. 31.,"₩4,650",1.10,"₩4,238",115,79,72,63%,"₩334,800","₩325,800","₩9,000",37,"₩6,317",37,"₩8,805",1,"₩9,000",노출,노출
,2148,갓람이,-,23993,신이 있으면 울리는 알람!,-,기타,-,-,6000,4500,3000,2250,20,15,FALSE,2022. 10. 27.,"₩2,259",1.25,"₩1,808",497,180,144,29%,"₩325,350","₩325,350",₩0,123,"₩1,256",123,"₩2,645",0,-,노출,노출
,2303,타로 연,,35277,[짝사랑] 인연으로 이어질까?,,연애,썸짝사랑,-,9500,,8250,,55,,FALSE,2023. 10. 26.,"₩9,181",1.13,"₩8,138",88,44,39,44%,"₩358,050","₩325,050","₩33,000",35,"₩4,711",33,"₩9,850",2,"₩16,500",노출,노출
,3890,유히로,,26275,나는 앞으로 몇 번 더 연애할 수 있을까? | 유히로,,연애,-,-,15000,,7500,,50,,TRUE,2023. 3. 28.,"₩7,998",1.12,"₩7,141",239,56,50,21%,"₩399,900","₩324,900","₩75,000",50,"₩1,923",45,"₩7,220",5,"₩15,000",미노출,미노출
,3557,벚꽃타로상담소,-,26473,솔로탈출 새로운 인연은 언제 나타날까🙏🏻,-,연애,새로운만남,-,15000,,7500,,50,,FALSE,2023. 3. 30.,"₩8,052",1.18,"₩6,813",123,52,44,36%,"₩354,300","₩324,300","₩30,000",35,"₩3,937",34,"₩9,538",2,"₩15,000",노출,노출
,3818,조이타로조이,-,28533,붉은 실로 연결된 결혼할 그 사람,-,연애,-,-,15000,,7500,,50,,FALSE,2023. 5. 18.,"₩8,338",1.09,"₩7,671",152,50,46,30%,"₩383,550","₩323,550","₩60,000",31,"₩3,798",28,"₩11,555",4,"₩15,000",노출,노출
,1847,라망타로,-,38068,"구페🔥뉴페中선택! 내 앞으로의 인연, 뉴페이스일까 구페이스일까? 딱 정해드려요!",-,연애,-,-,9000,,9000,,60,,FALSE,2024. 1. 29.,"₩10,772",1.32,"₩8,187",67,50,38,57%,"₩409,350","₩323,100","₩86,250",49,"₩4,705",40,"₩8,078",9,"₩9,583",노출,노출
,3671,타로차원 Chaone,,26134,Yes Or No 할까 말까 고민될 때!,,기타,-,-,6000,,6000,,40,,FALSE,2023. 3. 11.,"₩7,476",2.00,"₩3,738",117,88,44,38%,"₩328,950","₩322,950","₩6,000",53,"₩2,788",52,"₩6,211",1,"₩6,000",노출,노출
,6005,운명을읽는천사들,,34716,"그 사람은 나와 연인이 되고 싶을까요?(속마음,재회)🎎#아이비스",,연애,재회|속마음,-,9750,,9750,,65,,FALSE,2023. 10. 9.,"₩10,918",1.12,"₩9,738",104,37,33,32%,"₩360,300","₩321,900","₩38,400",31,"₩4,936",29,"₩11,100",2,"₩19,200",노출,노출
,3923,킴신의 타로집,-,26445,나의 다음 연애상대 미리보기👩‍❤️‍👨,-,연애,새로운만남,-,15000,,7500,,50,,FALSE,2023. 3. 29.,"₩7,053",1.02,"₩6,920",171,53,52,30%,"₩366,750","₩321,750","₩45,000",32,"₩3,820",30,"₩10,725",3,"₩15,000",노출,노출
,5441,무중력냥,-,28795,"또 나만 진심이었을까? (feat. 이별, 연애)",-,연애,속마음,-,6000,4500,3000,2250,20,15,FALSE,2023. 5. 23.,"₩2,394",1.16,"₩2,058",260,178,153,59%,"₩366,300","₩321,300","₩45,000",127,"₩1,869",121,"₩2,655",10,"₩4,500",노출,노출
,6005,운명을읽는천사들,,32958,재회운...💜그 사람이 진짜 내게 하고 싶었던 말이 있었을까? 💜#수월화타로,,연애,재회,-,9750,,9750,,65,,FALSE,2023. 8. 24.,"₩9,391",1.13,"₩8,308",73,52,46,63%,"₩432,000","₩320,700","₩111,300",31,"₩9,818",27,"₩11,878",7,"₩15,900",노출,노출
,1889,정답 오빠,,35267,4가지 관점으로 보는 진짜 속마음,,연애,속마음,-,11900,,8250,,55,,FALSE,2023. 10. 24.,"₩8,423",1.15,"₩7,324",53,46,40,75%,"₩336,900","₩320,400","₩16,500",41,"₩5,911",40,"₩8,010",1,"₩16,500",노출,노출
,4187,❤️큐피드가 보내는 타로❤️,,46252,"<심층버전> 그 사람, 날 염탐하고 있을까?",,연애,-,-,7500,,7500,,50,,FALSE,2025. 1. 8.,"₩25,754",3.46,"₩7,440",19,45,13,68%,"₩334,800","₩319,800","₩15,000",37,"₩7,609",35,"₩9,137",2,"₩7,500",노출,노출
,4583,레미니씬,-,26568,짝사랑 이루어질까? | 레미니씬,-,연애,썸짝사랑,-,9000,,4500,,30,,TRUE,2023. 4. 11.,"₩4,980",1.08,"₩4,611",211,81,75,36%,"₩373,500","₩319,500","₩54,000",64,"₩2,122",61,"₩5,238",6,"₩9,000",미노출,미노출
,6506,타로여신 에리카💕,-,33285,조만간 {{이름}}님에게 다가올 사랑은?!,-,기타,-,-,18000,,9000,,60,,FALSE,2023. 8. 31.,"₩8,862",1.08,"₩8,213",82,41,38,46%,"₩336,750","₩318,750","₩18,000",24,"₩6,236",23,"₩13,859",1,"₩18,000",노출,노출
,3287,음유타로,-,26494,내게도 사랑이 올까요?,-,기타,-,-,18000,14400,9000,7200,60,48,FALSE,2023. 4. 1.,"₩7,916",1.06,"₩7,450",87,51,48,55%,"₩379,950","₩318,150","₩61,800",23,"₩8,635",23,"₩13,833",4,"₩15,450",노출,노출
,3158,포춘 엔젤,,34147,지금 날 미치도록 원하는 사람은?,,기타,-,-,8800,,8250,,55,,FALSE,2023. 9. 15.,"₩9,807",1.21,"₩8,133",77,41,34,44%,"₩333,450","₩316,950","₩16,500",36,"₩4,331",35,"₩9,056",1,"₩16,500",노출,노출
,44,풀리피,타로,18301,{{이름}}[[이의/의]] 8월 종합운,기타,일반운세,-,-,12000,10800,12000,10800,80,72,FALSE,2021. 3. 2.,"₩11,374",1.00,"₩11,374",126,31,31,25%,"₩352,600","₩316,800","₩35,800",21,"₩12,159",20,"₩15,840",3,"₩11,933",노출,노출
,3311,타로라포,,33526,🌸이순간 상대방은 어떤 생각을 할까?(3000자~)🌸#타로라포,,기타,-,-,8850,,8850,,59,,FALSE,2023. 9. 11.,"₩21,675",1.83,"₩11,823",35,44,24,69%,"₩520,200","₩316,800","₩203,400",36,"₩10,616",24,"₩13,200",12,"₩16,950",미노출,미노출
,6005,운명을읽는천사들,,32968,💙재회타로💙우리 다시 사랑해도 될까❓ #반다타로,,연애,재회,-,9750,,9750,,65,,FALSE,2023. 8. 26.,"₩10,358",1.03,"₩10,086",109,38,37,34%,"₩383,250","₩316,650","₩66,600",26,"₩4,674",23,"₩13,767",4,"₩16,650",노출,노출
,3791,소유타로,-,26001,당신의 새로운 인연을 소개해 드릴게요,-,연애,-,-,18000,15000,9000,7500,60,50,FALSE,2023. 2. 22.,"₩9,550",1.04,"₩9,226",140,59,57,41%,"₩544,350","₩316,350","₩228,000",23,"₩9,073",15,"₩21,090",12,"₩19,000",미노출,미노출
,3554,타로메이트,-,27483,단 한장으로 알아보는 재회운 우리의 재회운은 몇 % 일까?,-,연애,재회,-,6000,,3000,,20,,FALSE,2023. 5. 22.,"₩4,178",1.50,"₩2,785",135,120,80,59%,"₩334,200","₩316,200","₩18,000",99,"₩2,213",99,"₩3,194",3,"₩6,000",노출,노출
,3170,타로마녀 둔자,,40246,[주간] 이번 주 {{이름}}님을 향한 그 사람의 속마음은..?!,,연애,속마음,-,3000,1500,3000,1500,20,10,FALSE,2024. 4. 19.,"₩3,089",2.82,"₩1,097",127,293,104,82%,"₩321,300","₩315,900","₩5,400",213,"₩1,339",211,"₩1,497",4,"₩1,350",노출,노출
,6203,해쥬첨성대,-,30688,[얼리버드] 미래를 내다보는 인생 설명서,기타,일반운세,-,-,100000,49500,50250,24750,335,165,FALSE,2023. 6. 30.,"₩20,275",1.00,"₩20,275",346,18,18,5%,"₩364,950","₩315,450","₩49,500",6,"₩3,802",6,"₩52,575",1,"₩49,500",미노출,미노출
,5084,도롱뇽,-,28138,미래 연인의 생김새,-,연애,-,-,10500,,5250,,35,,FALSE,2023. 7. 14.,"₩5,484",1.19,"₩4,595",157,74,62,39%,"₩340,000","₩315,000","₩25,000",50,"₩3,208",49,"₩6,429",3,"₩8,333",노출,노출
,6332,명리소녀,-,34308,[사주 상담] 본성·적성·운명 탐구,-,학업직업,-,-,90000,45000,45000,22500,300,150,FALSE,2023. 9. 18.,"₩20,243",1.00,"₩20,243",93,20,20,22%,"₩404,850","₩314,850","₩90,000",19,"₩5,471",17,"₩18,521",2,"₩45,000",노출,노출
,5081,부산언니,-,33323,그 사람과 다시 잘지낼 수 있을까?,-,연애,-,-,15000,,7500,,50,,FALSE,2023. 8. 31.,"₩13,643",2.00,"₩6,822",48,46,23,48%,"₩313,800","₩313,800",₩0,35,"₩6,035",35,"₩8,966",0,-,노출,노출
,3545,타로모아,-,25844,"그 사람과 나, 썸 탈 수 있을까?",-,연애,썸짝사랑,-,12000,,6000,,40,,FALSE,2023. 2. 16.,"₩8,018",1.50,"₩5,345",75,60,40,53%,"₩320,700","₩313,500","₩7,200",28,"₩6,823",28,"₩11,196",1,"₩7,200",노출,노출
,1847,라망타로,,36121,"오늘🤗연애운❤️: 오늘의 연애운 😍❤️‍🔥 어떤 인연이 들어올까? #솔로 #썸 #커플 #짝사랑 #이별 모두 (1카드, 1500자, 40하트)",,연애,썸짝사랑,-,6000,,6000,,40,,FALSE,2023. 11. 16.,"₩6,230",1.42,"₩4,393",178,78,55,31%,"₩342,650","₩313,200","₩29,000",69,"₩2,254",60,"₩5,220",12,"₩2,417",노출,노출
,3833,별꽃타로,-,26613,나의 다음 운명의 상대는 어떤사람일까?,-,연애,새로운만남,-,15000,13500,7500,6750,50,45,FALSE,2023. 4. 6.,"₩6,665",1.10,"₩6,070",94,56,51,54%,"₩339,900","₩312,900","₩27,000",33,"₩5,665",32,"₩9,778",2,"₩13,500",노출,노출
,3170,타로마녀 둔자,,41203,[매력] 이성들이 보는 {{이름}}님의 매력!,,기타,-,-,4500,1500,4500,1500,30,10,FALSE,2024. 5. 29.,"₩4,504",2.17,"₩2,074",91,152,70,77%,"₩315,250","₩311,700","₩3,550",127,"₩2,008",126,"₩2,474",2,"₩1,775",노출,노출
,7358,타로 선배,,33518,"나의 솔탈은 언제, 누구와 할까?",,기타,-,-,10800,,8100,,54,,FALSE,2023. 9. 6.,"₩7,647",1.00,"₩7,647",93,45,45,48%,"₩344,100","₩311,700","₩32,400",26,"₩7,321",25,"₩12,468",2,"₩16,200",노출,노출
,3584,세시반 타로 상담소,-,25661,내가 좋아하는 상대가 나를 원하게 하는 방법,-,기타,-,-,9000,7200,4500,3600,30,24,FALSE,2023. 2. 8.,"₩6,539",1.49,"₩4,398",129,113,76,59%,"₩497,000","₩311,700","₩185,300",80,"₩4,284",69,"₩4,517",20,"₩9,265",노출,노출
,5477,현의타로,,43810,"직장생활의 흐름, 대인관계",,연애,-,-,4500,,4500,,30,,FALSE,2024. 9. 14.,"₩5,713",1.31,"₩4,360",136,76,58,43%,"₩331,350","₩310,650","₩20,700",67,"₩2,401",64,"₩4,854",5,"₩4,140",노출,노출
,7355,뉴타로,,35271,짝사랑 결말: 날 좋아할까?,,연애,썸짝사랑,-,11000,,8100,,54,,FALSE,2023. 10. 23.,"₩8,762",1.15,"₩7,593",126,45,39,31%,"₩341,700","₩309,300","₩32,400",38,"₩3,417",38,"₩8,139",2,"₩16,200",노출,노출
,44,풀리피,타로,18301,{{이름}}[[이의/의]] 12월 종합운,기타,일반운세,-,-,12000,10800,12000,10800,80,72,FALSE,2021. 3. 2.,"₩11,041",1.04,"₩10,660",108,29,28,26%,"₩309,150","₩309,150",₩0,16,"₩10,660",16,"₩19,322",0,-,노출,노출
,8774,사주(酒)타로,타로,39511,그 사람과 싸웠어요.화해할 수 있을까요?🍷🍹🍻 #사주(酒)타로,연애,연애,-,-,9750,,9750,,65,,FALSE,2024. 3. 18.,"₩14,864",1.45,"₩10,219",44,32,22,50%,"₩327,000","₩309,150","₩17,850",27,"₩6,540",25,"₩12,366",2,"₩8,925",노출,노출
,6005,운명을읽는천사들,,34309,💜우리 이별은 이대로 끝 일까요? #샐리타로,,연애,-,-,9750,,9750,,65,,FALSE,2023. 9. 19.,"₩13,890",1.20,"₩11,575",71,30,25,35%,"₩347,250","₩308,850","₩38,400",29,"₩5,693",27,"₩11,439",2,"₩19,200",노출,노출
,6602,작두언니,-,32623,성공률200%새로운 인연을 만나는 장소,-,연애,-,-,15000,6000,7500,3000,50,20,FALSE,2023. 8. 16.,"₩3,859",1.15,"₩3,355",149,92,80,54%,"₩308,700","₩308,700",₩0,47,"₩3,469",47,"₩6,568",0,-,노출,노출
,3290,어도러블,-,33592,"나와 끊어진 그사람, 도대체 무슨 마음일까?",-,연애,속마음,-,9000,,4500,,30,,FALSE,2023. 9. 18.,"₩5,771",1.45,"₩3,968",89,80,55,62%,"₩317,400","₩308,400","₩9,000",70,"₩3,052",69,"₩4,470",1,"₩9,000",노출,노출
,1886,타로아브니,-,26337,전 연인 붙잡으면 돌아올까?,-,연애,-,-,12000,10800,6000,5400,40,36,FALSE,2023. 3. 23.,"₩7,592",1.10,"₩6,874",97,74,67,69%,"₩508,650","₩308,250","₩200,400",61,"₩5,915",47,"₩6,559",15,"₩13,360",노출,노출
,3323,남자마녀블레스,,30579,🔥영혼의 인연🔥 이때!! 만나게 됩니다!!,,연애,-,-,9750,,9750,,65,,FALSE,2023. 6. 30.,"₩11,186",1.24,"₩9,004",67,41,33,49%,"₩369,150","₩308,100","₩61,050",34,"₩5,679",31,"₩9,939",4,"₩15,263",노출,노출
,6005,운명을읽는천사들,,32133,그or그녀의 속마음💗🧡❓#디오타로,,연애,속마음,-,9750,,9750,,65,,FALSE,2023. 8. 18.,"₩14,820",1.68,"₩8,821",50,42,25,50%,"₩370,500","₩306,900","₩63,600",20,"₩11,578",17,"₩18,053",3,"₩21,200",노출,노출
,3272,조곤조곤LUCY,-,33638,재회VS뉴페💞현명한 선택은?,-,연애,재회,-,18000,12000,9000,6000,60,40,FALSE,2023. 9. 20.,"₩7,248",1.27,"₩5,695",100,56,44,44%,"₩318,900","₩306,900","₩12,000",53,"₩2,593",52,"₩5,902",1,"₩12,000",노출,노출
,3671,타로차원 Chaone,,30093,내가 잡아야 하는 선물같은 기회,,기타,-,-,24000,,24000,,160,,FALSE,2023. 8. 22.,"₩18,018",1.41,"₩12,763",35,24,17,49%,"₩306,300","₩306,300",₩0,18,"₩9,282",18,"₩17,017",0,-,노출,노출
,8624,팩트폭격타로,,37312,당신이 계속 몰랐으면 하는 원래 그 사람의 본심☘️🥀#팩트폭력타로,,연애,-,-,9750,,9750,,65,,FALSE,2023. 12. 31.,"₩17,195",1.58,"₩10,890",33,30,19,58%,"₩326,700","₩306,000","₩20,700",27,"₩7,102",25,"₩12,240",2,"₩10,350",노출,노출
,5156,이봄의낙원_타로냥이 양갱,-,30947,나의 다음 연애는 언제 어디서 어떻게 시작될까?,-,연애,새로운만남,-,13500,12900,6750,6450,45,43,FALSE,2023. 7. 10.,"₩6,490",1.11,"₩5,830",109,59,53,49%,"₩343,950","₩305,250","₩38,700",34,"₩4,914",32,"₩9,539",3,"₩12,900",노출,노출
,4076,타로리타 상담소,-,26471,내 주변에 나와 잘 될 인연?,-,연애,-,-,3000,2400,1500,1200,10,8,FALSE,2023. 3. 28.,"₩1,630",1.26,"₩1,292",306,289,229,75%,"₩373,350","₩304,950","₩68,400",144,"₩1,886",131,"₩2,328",22,"₩3,109",노출,노출
,3818,조이타로조이,-,26636,🥰나에게 반해버린 그 사람😍,-,연애,-,-,15000,12000,7500,6000,50,40,FALSE,2023. 4. 14.,"₩7,360",1.23,"₩5,972",61,53,43,70%,"₩316,500","₩304,500","₩12,000",34,"₩6,330",33,"₩9,227",1,"₩12,000",노출,노출
,3818,조이타로조이,-,26558,곧 나에게 고백할  썸남썸녀,-,연애,썸짝사랑,-,15000,,7500,,50,,FALSE,2023. 4. 13.,"₩16,011",2.26,"₩7,074",55,43,19,35%,"₩304,200","₩304,200",₩0,35,"₩4,409",35,"₩8,691",0,-,노출,노출
,1889,정답 오빠,,34390,"그 사람 지금, 내게 어떤 마음일까?",,연애,속마음,-,11900,,7350,,49,,FALSE,2023. 9. 21.,"₩9,111",1.23,"₩7,416",52,43,35,67%,"₩318,900","₩304,200","₩14,700",36,"₩5,144",36,"₩8,450",1,"₩14,700",노출,노출
,3311,타로라포,,44767,🙏그사람은 앞으로 나와 어떻게 하고 싶은 걸까?(3300~)❤️,,연애,-,-,9750,,9750,,65,,FALSE,2024. 11. 12.,"₩10,437",1.16,"₩8,988",77,36,31,40%,"₩323,550","₩304,050","₩19,500",11,"₩19,032",10,"₩30,405",2,"₩9,750",미노출,미노출
,3287,음유타로,-,26193,나랑 밀당하는 그 사람의 속마음은 뭘까?!,-,연애,속마음,-,18000,,9000,,60,,FALSE,2023. 3. 14.,"₩10,608",1.16,"₩9,174",62,37,32,52%,"₩339,450","₩303,450","₩36,000",25,"₩7,072",23,"₩13,193",2,"₩18,000",노출,노출
,1898,김밀구,-,23157,그 사람의 속마음 | 김밀구,-,연애,속마음,-,1500,,750,,5,,TRUE,2022. 9. 29.,₩979,1.55,₩633,661,671,434,66%,"₩424,950","₩302,550","₩122,400",335,"₩1,000",322,₩940,31,"₩3,948",미노출,미노출
,1889,정답 오빠,,37771,짝사랑 속마음: 흐름과 결말,,연애,속마음|썸짝사랑,-,11900,,8100,,54,,FALSE,2024. 1. 27.,"₩9,159",1.18,"₩7,750",87,39,33,38%,"₩302,250","₩302,250",₩0,36,"₩3,215",36,"₩8,396",0,-,노출,노출
,3158,포춘 엔젤,,34278,그 사람 속마음 뒤 숨겨진 진심은?,,연애,속마음,-,8800,,8100,,54,,FALSE,2023. 9. 16.,"₩8,604",1.10,"₩7,803",54,43,39,72%,"₩335,550","₩301,950","₩33,600",26,"₩8,389",25,"₩12,078",2,"₩16,800",노출,노출
,1613,공대 사주 오빠,-,23092,사주팔자로 알아보는 나의 인생,-,일반운세,-,-,9000,8100,4500,4050,30,27,FALSE,2022. 9. 23.,"₩5,150",1.03,"₩5,019","1,363",118,115,8%,"₩592,250","₩301,950","₩290,300",31,"₩10,968",25,"₩12,078",18,"₩16,128",미노출,미노출
,3809,좋아타로,-,25842,썸남썸녀. 그  사람의 속마음은?,-,연애,속마음|썸짝사랑,-,15000,13500,7500,6750,50,45,FALSE,2023. 2. 17.,"₩11,053",1.86,"₩5,936",58,54,29,50%,"₩320,550","₩301,650","₩18,900",38,"₩4,932",36,"₩8,379",2,"₩9,450",노출,노출
,3287,음유타로,-,32983,[인연운] 곧 나에게 다가올 사랑❗,-,연애,-,-,18000,,9000,,60,,FALSE,2023. 8. 24.,"₩8,149",1.03,"₩7,934",62,38,37,60%,"₩301,500","₩301,500",₩0,17,"₩10,050",17,"₩17,735",0,-,노출,노출
,3170,타로마녀 둔자,,27838,"[결혼] 앞으로 3년, 결혼운이 가장 좋은 시기💖",,결혼,결혼시기,-,7500,6750,7500,6750,50,45,FALSE,2023. 5. 8.,"₩4,477",1.10,"₩4,086",215,80,73,34%,"₩326,850","₩300,750","₩26,100",67,"₩1,385",63,"₩4,774",5,"₩5,220",노출,노출
,1847,라망타로,,58825,"속마음 완전판:그 사람 현재 속마음?관계에 대한 생각?마음의 크기?내 매력?앞으로 행동력?궁극적인 우리 관계와 인연 등(6카드, 13000자)#속마음타로#타로속마음#연애타로",,연애,속마음,-,82500,,82500,,550,,FALSE,2026. 1. 26.,"₩49,538",1.00,"₩49,538",38,12,12,32%,"₩594,450","₩300,750","₩293,700",10,"₩22,017",5,"₩60,150",6,"₩48,950",노출,노출
,7358,타로 선배,,34999,"재회운 풀이, 아직 날 좋아할까?",,연애,재회,-,10800,,8100,,54,,FALSE,2023. 10. 16.,"₩9,124",1.05,"₩8,689",105,42,40,38%,"₩364,950","₩300,150","₩64,800",34,"₩5,702",30,"₩10,005",4,"₩16,200",노출,노출
,52,판밍밍,사주,25069,내 아이의 결혼운: 어떤 사람을 데려올까? (연속구매 할인),기타,결혼,결혼시기,-,18000,14400,9000,7200,60,48,FALSE,2022. 12. 20.,"₩9,543",1.24,"₩7,669",0,56,45,-,"₩429,450","₩299,850","₩129,600",38,"₩11,301",34,"₩8,819",6,"₩21,600",미노출,미노출
,3314,707호 나나타로,-,26807,오늘 재회 확률은 몇 %일까?,-,연애,재회,-,1500,,750,,5,,FALSE,2023. 4. 17.,"₩1,028",1.79,₩575,471,560,313,66%,"₩321,900","₩299,100","₩22,800",352,₩750,343,₩872,17,"₩1,341",노출,노출
,6506,타로여신 에리카💕,-,34138,<재회운> 네 마음 속엔 아직 내가 남아있니?,-,연애,재회,-,18000,,9000,,60,,FALSE,2023. 9. 18.,"₩12,978",1.48,"₩8,779",56,34,23,41%,"₩298,500","₩298,500",₩0,32,"₩4,264",32,"₩9,328",0,-,노출,노출
,3671,타로차원 Chaone,,26124,그의 애정을 얻는 방법,,연애,-,-,24000,,24000,,160,,FALSE,2023. 3. 11.,"₩15,413",1.08,"₩14,227",40,26,24,60%,"₩369,900","₩297,900","₩72,000",17,"₩12,755",14,"₩21,279",3,"₩24,000",노출,노출
,6005,운명을읽는천사들,,32661,그 사람이 결국 나에게 못 한말✉️✒️#샐리타로,,연애,-,-,9750,,9750,,65,,FALSE,2023. 8. 17.,"₩10,699",1.32,"₩8,083",46,45,34,74%,"₩363,750","₩297,150","₩66,600",21,"₩12,543",20,"₩14,858",4,"₩16,650",노출,노출
